Name, Country 1, Country 2, Age, Position, Previous Club, Next Club, Transfer Fee
Maxime Gonalons, France, None, 28, DM, Olympique Lyon, AS Roma, Summer, 2017, 5.00 Mill. €
Maciej Rybus, Poland, None, 27, LM, Olympique Lyon, Loko Moscow, Summer, 2017, 1.75 Mill. €
Mathieu Valbuena, France, None, 32, LW, Olympique Lyon, Fenerbahce, Summer, 2017, 1.50 Mill. €
Jordy Gaspar, France, None, 20, RB, Olympique Lyon, Monaco, Summer, 2017, Free transfer
Christophe Jallet, France, None, 33, RB, Olympique Lyon, OGC Nice, Summer, 2017, Free transfer
Rachid Ghezzal, Algeria, France, 25, RW, Olympique Lyon, Monaco, Summer, 2017, Free transfer
Konstantinos Mitroglou, Greece, Germany, 29, CF, Benfica, Olympique Marseille, Summer, 2017, 15.00 Mill. €
Florian Thauvin, France, None, 24, RW, Newcastle, Olympique Marseille, Summer, 2017, 11.00 Mill. €
Luiz Gustavo, Brazil, Germany, 29, DM, VfL Wolfsburg, Olympique Marseille, Summer, 2017, 10.00 Mill. €
Valère Germain, France, None, 27, CF, Monaco, Olympique Marseille, Summer, 2017, 8.00 Mill. €
Clinton N'Jie, Cameroon, None, 23, CF, Spurs, Olympique Marseille, Summer, 2017, 7.00 Mill. €
Adil Rami, France, Morocco, 31, CB, Sevilla FC, Olympique Marseille, Summer, 2017, 6.00 Mill. €
Steve Mandanda, France, Congo DR, 32, GK, Crystal Palace, Olympique Marseille, Summer, 2017, 3.00 Mill. €
Karim Rekik, Netherlands, Tunisia, 22, CB, Olympique Marseille, Hertha BSC, Summer, 2017, 2.50 Mill. €
Stéphane Sparagna, France, None, 22, CB, Olympique Marseille, Boavista, Summer, 2017, Free transfer
Antoine Rabillard, France, None, 21, CF, Olympique Marseille, AS Béziers, Summer, 2017, Free transfer
Baptiste Aloé, France, None, 23, CB, Olympique Marseille, Valenciennes FC, Summer, 2017, Free transfer
Brice Samba, France, Congo, 23, GK, Olympique Marseille, SM Caen, Summer, 2017, Free transfer
Julien Fabri, France, None, 23, GK, Olympique Marseille, Stade Brest 29, Summer, 2017, Free transfer
Bill Tuiloma, New Zealand, Samoa, 22, DM, Olympique Marseille, Timbers, Summer, 2017, Free transfer
Abou Diaby, France, Cote d'Ivoire, 31, CM, Olympique Marseille, None, Summer, 2017, -
Philipp Wollscheid, Germany, None, 28, CB, Stoke City, FC Metz, Summer, 2017, 2.50 Mill. €
Gerónimo Poblete, Argentina, None, 25, DM, CA Colón, FC Metz, Summer, 2017, Free transfer
Quentin Beunardeau, France, None, 23, GK, AFC Tubize, FC Metz, Summer, 2017, Free transfer
Ablie Jallow, The Gambia, None, 18, RM, Génération Foot, FC Metz, Summer, 2017, ?
Emmanuel Rivière, France, Martinique, 27, CF, Newcastle, FC Metz, Summer, 2017, ?
Ibrahima Niane, Senegal, None, 18, CF, Génération Foot, FC Metz, Summer, 2017, ?
Cafú, Portugal, None, 24, CM, FC Lorient, FC Metz, Summer, 2017, ?
Moussa Niakhaté, France, Mali, 21, LB, Valenciennes FC, FC Metz, Summer, 2017, ?
Nolan Roux, France, None, 29, CF, Saint-Étienne, FC Metz, Summer, 2017, ?
Ismaïla Sarr, Senegal, None, 19, CF, FC Metz, Stade Rennais, Summer, 2017, 17.00 Mill. €
Simon Falette, French Guiana, France, 25, CB, FC Metz, E. Frankfurt, Summer, 2017, 2.70 Mill. €
Cheick Doukouré, Cote d'Ivoire, France, 24, DM, FC Metz, Levante UD, Summer, 2017, 1.60 Mill. €
Georges Mandjeck, Cameroon, None, 28, DM, FC Metz, Sparta Praha, Summer, 2017, 1.30 Mill. €
Guido Milan, Argentina, Italy, 30, CB, FC Metz, Veracruz, Summer, 2017, Free transfer
Médéric Deher, France, None, 22, RB, FC Metz, PAE Veria, Summer, 2017, Free transfer
David Oberhauser, France, None, 26, GK, FC Metz, Platanias, Summer, 2017, Free transfer
Thibaut Vion, France, None, 23, CF, FC Metz, FC Niort, Summer, 2017, ?
Franck Signorino, France, None, 35, LB, FC Metz, None, Summer, 2017, -
Keita Baldé, Senegal, None, 22, LW, Lazio, AS Monaco, Summer, 2017, 30.00 Mill. €
Youri Tielemans, Belgium, None, 20, CM, RSC Anderlecht, AS Monaco, Summer, 2017, 25.00 Mill. €
Terence Kongolo, Netherlands, Congo DR, 23, CB, Feyenoord, AS Monaco, Summer, 2017, 15.00 Mill. €
Stevan Jovetic, Montenegro, Serbia, 27, CF, Inter, AS Monaco, Summer, 2017, 11.00 Mill. €
Adama Diakhaby, France, Senegal, 21, CF, Stade Rennais, AS Monaco, Summer, 2017, 10.00 Mill. €
Soualiho Meïté, France, Cote d'Ivoire, 23, DM, Zulte Waregem, AS Monaco, Summer, 2017, 8.00 Mill. €
Jordi Mboula, Spain, Congo, 18, RW, Barça Juvenil A, AS Monaco, Summer, 2017, 3.00 Mill. €
Diego Benaglio, Switzerland, Italy, 33, GK, VfL Wolfsburg, AS Monaco, Summer, 2017, Free transfer
Jordy Gaspar, France, None, 20, RB, Olympique Lyon, AS Monaco, Summer, 2017, Free transfer
Rachid Ghezzal, Algeria, France, 25, RW, Olympique Lyon, AS Monaco, Summer, 2017, Free transfer
Benjamin Mendy, France, Senegal, 23, LB, AS Monaco, Man City, Summer, 2017, 57.50 Mill. €
Bernardo Silva, Portugal, None, 22, RW, AS Monaco, Man City, Summer, 2017, 50.00 Mill. €
Tiemoué Bakayoko, France, Cote d'Ivoire, 22, DM, AS Monaco, Chelsea, Summer, 2017, 40.00 Mill. €
Allan Saint-Maximin, France, Guadeloupe, 20, LW, AS Monaco, OGC Nice, Summer, 2017, 10.00 Mill. €
Valère Germain, France, None, 27, CF, AS Monaco, Marseille, Summer, 2017, 8.00 Mill. €
Abdou Diallo, France, Senegal, 21, CB, AS Monaco, 1.FSV Mainz 05, Summer, 2017, 5.00 Mill. €
Nabil Dirar, Morocco, Belgium, 31, RM, AS Monaco, Fenerbahce, Summer, 2017, 3.50 Mill. €
Corentin Jean, France, None, 21, CF, AS Monaco, Toulouse, Summer, 2017, 3.50 Mill. €
Morgan De Sanctis, Italy, None, 40, GK, AS Monaco, None, Summer, 2017, -
Benjamin Lecomte, France, None, 26, GK, FC Lorient, HSC Montpellier, Summer, 2017, 2.50 Mill. €
Giovanni Sio, Cote d'Ivoire, France, 28, CF, Stade Rennais, HSC Montpellier, Summer, 2017, 2.20 Mill. €
Pedro Mendes, Portugal, None, 26, CB, Stade Rennais, HSC Montpellier, Summer, 2017, 1.00 Mill. €
Ruben Aguilar, France, Spain, 24, RB, AJ Auxerre, HSC Montpellier, Summer, 2017, Free transfer
Jérémie Porsan-Clemente, France, Martinique, 19, CF, Marseille B, HSC Montpellier, Summer, 2017, Free transfer
Steve Mounié, Benin, France, 22, CF, HSC Montpellier, Huddersfield, Summer, 2017, 13.00 Mill. €
Ryad Boudebouz, Algeria, France, 27, AM, HSC Montpellier, Real Betis, Summer, 2017, 7.00 Mill. €
Alexandre Llovet, France, None, 19, Striker, HSC Montpellier, Lusitanos, Summer, 2017, Free transfer
Joris Marveaux, Martinique, France, 34, CM, HSC Montpellier, G. Ajaccio, Summer, 2017, Free transfer
Mamadou N'Diaye, Senegal, France, 22, LB, HSC Montpellier, US Avranches, Summer, 2017, Free transfer
Geoffrey Jourdren, France, None, 31, GK, HSC Montpellier, AS Nancy, Summer, 2017, Free transfer
Mathieu Deplagne, France, None, 25, RB, HSC Montpellier, Troyes, Summer, 2017, ?
Cédric Mongongu, Congo DR, France, 28, CB, HSC Montpellier, None, Summer, 2017, -
Kalifa Coulibaly, Mali, None, 25, CF, KAA Gent, FC Nantes, Summer, 2017, 4.50 Mill. €
Ciprian Tatarusanu, Romania, None, 31, GK, Fiorentina, FC Nantes, Summer, 2017, 2.50 Mill. €
Andrei Girotto, Brazil, None, 25, DM, Tombense, FC Nantes, Summer, 2017, 2.30 Mill. €
Nicolas Pallois, France, None, 29, CB, G. Bordeaux, FC Nantes, Summer, 2017, 2.00 Mill. €
Kayembe, Belgium, Congo DR, 22, LM, Porto B, FC Nantes, Summer, 2017, ?
Yassine El Ghanassy, Belgium, Morocco, 27, LW, KV Oostende, FC Nantes, Summer, 2017, ?
Queensy Menig, Netherlands, Suriname, 22, LW, Ajax U21, FC Nantes, Summer, 2017, ?
David Alcibiade, France, None, 25, RB, None, FC Nantes, Summer, 2017, -
Amine Harit, Morocco, France, 20, AM, FC Nantes, FC Schalke 04, Summer, 2017, 8.00 Mill. €
Guillaume Gillet, Belgium, None, 33, DM, FC Nantes, Olympiacos, Summer, 2017, 1.00 Mill. €
Rémy Riou, France, None, 29, GK, FC Nantes, Alanyaspor, Summer, 2017, 1.00 Mill. €
Oswaldo Vizcarrondo, Venezuela, None, 33, CB, FC Nantes, Troyes, Summer, 2017, Free transfer
Fernando Aristeguieta, Venezuela, Spain, 25, CF, FC Nantes, Caracas FC, Summer, 2017, Free transfer
Allan Saint-Maximin, France, Guadeloupe, 20, LW, Monaco, OGC Nice, Summer, 2017, 10.00 Mill. €
Jean-Victor Makengo, France, Congo DR, 19, CM, SM Caen, OGC Nice, Summer, 2017, 6.00 Mill. €
Pierre Lees Melou, France, None, 24, RW, Dijon, OGC Nice, Summer, 2017, 4.00 Mill. €
Racine Coly, Senegal, None, 21, LB, Brescia, OGC Nice, Summer, 2017, 3.50 Mill. €
Adrien Tamèze, France, Cameroon, 23, DM, Valenciennes FC, OGC Nice, Summer, 2017, 800 Th. €
Wesley Sneijder, Netherlands, None, 33, AM, Galatasaray, OGC Nice, Summer, 2017, Free transfer
Christophe Jallet, France, None, 33, RB, Olympique Lyon, OGC Nice, Summer, 2017, Free transfer
Dalbert, Brazil, None, 23, LB, OGC Nice, Inter, Summer, 2017, 20.00 Mill. €
Valentin Eysseric, France, None, 25, LM, OGC Nice, Fiorentina, Summer, 2017, 3.50 Mill. €
Franck Honorat, France, None, 20, RW, OGC Nice, Clermont Foot, Summer, 2017, Free transfer
Alexy Bosetti, France, None, 24, CF, OGC Nice, Stade Laval, Summer, 2017, Free transfer
Paul Baysse, France, None, 29, CB, OGC Nice, Málaga CF, Summer, 2017, Free transfer
Dorian Caddy, France, None, 22, CF, OGC Nice, US Quevilly, Summer, 2017, Free transfer
Bryan Constant, France, Guinea, 23, CF, OGC Nice, None, Summer, 2017, -
Mounir Obbadi, Morocco, France, 34, CM, OGC Nice, None, Summer, 2017, -
Neymar, Brazil, None, 25, LW, FC Barcelona, Paris Saint-Germain, Summer, 2017, 222.00 Mill. €
Yuri Berchiche, Spain, None, 27, LB, Real Sociedad, Paris Saint-Germain, Summer, 2017, 16.00 Mill. €
Dani Alves, Brazil, Spain, 34, RB, Juventus, Paris Saint-Germain, Summer, 2017, Free transfer
Serge Aurier, Cote d'Ivoire, None, 24, RB, Paris Saint-Germain, Spurs, Summer, 2017, 25.00 Mill. €
Blaise Matuidi, France, Angola, 30, CM, Paris Saint-Germain, Juventus, Summer, 2017, 20.00 Mill. €
Jean-Kévin Augustin, France, Haiti, 20, CF, Paris Saint-Germain, RB Leipzig, Summer, 2017, 16.00 Mill. €
Youssouf Sabaly, France, France, 24, RB, Paris Saint-Germain, G. Bordeaux, Summer, 2017, 4.00 Mill. €
Salvatore Sirigu, Italy, None, 30, GK, Paris Saint-Germain, Torino, Summer, 2017, Free transfer
Maxwell, Brazil, None, 35, LB, Paris Saint-Germain, None, Summer, 2017, -
Ismaïla Sarr, Senegal, None, 19, CF, FC Metz, Stade Rennais FC, Summer, 2017, 17.00 Mill. €
Faitout Maouassa, France, None, 18, LM, AS Nancy, Stade Rennais FC, Summer, 2017, 7.00 Mill. €
Benjamin Bourigeaud, France, None, 23, CM, Lens, Stade Rennais FC, Summer, 2017, 3.50 Mill. €
Brandon, Spain, None, 22, CF, RCD Mallorca, Stade Rennais FC, Summer, 2017, 3.00 Mill. €
Tomas Koubek, Czech Republic, None, 25, GK, Sparta Praha, Stade Rennais FC, Summer, 2017, 3.00 Mill. €
Hamari Traoré, Mali, None, 25, RB, Reims, Stade Rennais FC, Summer, 2017, 2.40 Mill. €
Jordan Tell, France, Guadeloupe, 20, CF, SM Caen B, Stade Rennais FC, Summer, 2017, Free transfer
Adama Diakhaby, France, Senegal, 21, CF, Stade Rennais FC, Monaco, Summer, 2017, 10.00 Mill. €
Giovanni Sio, Cote d'Ivoire, France, 28, CF, Stade Rennais FC, Montpellier, Summer, 2017, 2.20 Mill. €
Wesley Saïd, France, Mauritius, 22, LW, Stade Rennais FC, Dijon, Summer, 2017, 1.50 Mill. €
Pedro Mendes, Portugal, None, 26, CB, Stade Rennais FC, Montpellier, Summer, 2017, 1.00 Mill. €
Gelson Fernandes, Switzerland, Cape Verde, 30, DM, Stade Rennais FC, E. Frankfurt, Summer, 2017, 350 Th. €
Ermir Lenjani, Albania, Kosovo, 27, LB, Stade Rennais FC, FC Sion, Summer, 2017, Free transfer
Benoît Costil, France, None, 29, GK, Stade Rennais FC, G. Bordeaux, Summer, 2017, Free transfer
Dimitri Kevin Cavaré, France, Guadeloupe, 22, RB, Stade Rennais FC, Barnsley FC, Summer, 2017, ?
Sylvain Armand, France, None, 36, CB, Stade Rennais FC, None, Summer, 2017, -
Loïs Diony, France, Martinique, 24, CF, Dijon, AS Saint-Étienne, Summer, 2017, 10.00 Mill. €
Assane Dioussé, Senegal, None, 19, DM, FC Empoli, AS Saint-Étienne, Summer, 2017, 5.00 Mill. €
Gabriel Silva, Brazil, None, 26, LB, Udinese Calcio, AS Saint-Étienne, Summer, 2017, 2.50 Mill. €
Jorginho, Portugal, Guinea-Bissau, 21, LW, Arouca, AS Saint-Étienne, Summer, 2017, 1.00 Mill. €
Alexandros Katranis, Greece, None, 19, LB, Atromitos Athen, AS Saint-Étienne, Summer, 2017, 800 Th. €
Saidy Janko, Switzerland, The Gambia, 21, RB, Celtic, AS Saint-Étienne, Summer, 2017, ?
Kévin Malcuit, France, Morocco, 25, RB, AS Saint-Étienne, LOSC Lille, Summer, 2017, 9.00 Mill. €
Neal Maupay, France, Argentina, 20, CF, AS Saint-Étienne, Brentford, Summer, 2017, 2.00 Mill. €
Fabien Lemoine, France, None, 30, DM, AS Saint-Étienne, FC Lorient, Summer, 2017, 1.00 Mill. €
Benjamin Corgnet, France, None, 30, AM, AS Saint-Étienne, R. Strasbourg, Summer, 2017, Free transfer
Dylan Saint-Louis, Congo, France, 22, CF, AS Saint-Étienne, Paris FC, Summer, 2017, ?
Nolan Roux, France, None, 29, CF, AS Saint-Étienne, FC Metz, Summer, 2017, ?
Jérémy Clément, France, None, 32, DM, AS Saint-Étienne, AS Nancy, Summer, 2017, ?
Jonas Martin, France, None, 27, CM, Real Betis, RC Strasbourg Alsace, Summer, 2017, 1.50 Mill. €
Idriss Saadi, Algeria, France, 25, CF, Cardiff, RC Strasbourg Alsace, Summer, 2017, 1.50 Mill. €
Bingourou Kamara, France, Mauritania, 20, GK, Tours FC, RC Strasbourg Alsace, Summer, 2017, 700 Th. €
Benjamin Corgnet, France, None, 30, AM, Saint-Étienne, RC Strasbourg Alsace, Summer, 2017, Free transfer
Kenny Lala, Martinique, France, 25, RB, Lens, RC Strasbourg Alsace, Summer, 2017, Free transfer
Nuno Da Costa, Cape Verde, France, 26, CF, Valenciennes FC, RC Strasbourg Alsace, Summer, 2017, ?
Pablo Martinez, France, Spain, 28, LB, SCO Angers, RC Strasbourg Alsace, Summer, 2017, ?
Khalid Boutaïb, Morocco, France, 30, CF, RC Strasbourg Alsace, Y. Malatyaspor, Summer, 2017, Free transfer
Hicham Benkaid, Morocco, None, 27, CF, RC Strasbourg Alsace, US Orléans, Summer, 2017, Free transfer
Felipe Saad, Brazil, Italy, 33, CB, RC Strasbourg Alsace, FC Lorient, Summer, 2017, Free transfer
Abdelhak Belahmeur, France, Algeria, 25, LW, RC Strasbourg Alsace, US Avranches, Summer, 2017, Free transfer
Oumar Pouye, Senegal, France, 29, CF, RC Strasbourg Alsace, US Créteil, Summer, 2017, Free transfer
Laurent Dos Santos, France, Portugal, 24, RB, RC Strasbourg Alsace, Valenciennes FC, Summer, 2017, Free transfer
Massiré Kanté, France, Mali, 28, DM, RC Strasbourg Alsace, FC Martigues, Summer, 2017, Free transfer
Steven Keller, France, None, 25, CB, RC Strasbourg Alsace, None, Summer, 2017, ?
Mayoro N'Doye, Senegal, None, 25, DM, RC Strasbourg Alsace, Tours FC, Summer, 2017, ?
Eric Marester, France, Guadeloupe, 33, RB, RC Strasbourg Alsace, None, Summer, 2017, -
Vincent Gragnic, France, None, 34, AM, RC Strasbourg Alsace, None, Summer, 2017, -
Corentin Schmittheissler, France, None, 20, GK, RC Strasbourg Alsace, None, Summer, 2017, -
Corentin Jean, France, None, 21, CF, Monaco, FC Toulouse, Summer, 2017, 3.50 Mill. €
Steven Fortes, Cape Verde, France, 25, CB, AC Le Havre, FC Toulouse, Summer, 2017, Free transfer
Yaya Sanogo, France, Cote d'Ivoire, 24, CF, Arsenal, FC Toulouse, Summer, 2017, Free transfer
Yannick Cahuzac, France, None, 32, DM, SC Bastia, FC Toulouse, Summer, 2017, Free transfer
Martin Braithwaite, Denmark, Guyana, 26, CF, FC Toulouse, Middlesbrough, Summer, 2017, 11.30 Mill. €
Tongo Doumbia, Mali, France, 27, DM, FC Toulouse, Dinamo Zagreb, Summer, 2017, 800 Th. €
Aleksandar Pesic, Serbia, None, 25, CF, FC Toulouse, Red Star, Summer, 2017, 750 Th. €
Dominik Furman, Poland, None, 24, CM, FC Toulouse, Wisla Plock, Summer, 2017, 150 Th. €
Dusan Veskovac, Serbia, None, 31, CB, FC Toulouse, Napredak, Summer, 2017, Free transfer
Óscar Trejo, Argentina, Italy, 29, AM, FC Toulouse, Rayo Vallecano, Summer, 2017, Free transfer
Uros Spajic, Serbia, None, 24, CB, FC Toulouse, RSC Anderlecht, Summer, 2017, ?
Pavle Ninkov, Serbia, None, 32, RB, FC Toulouse, None, Summer, 2017, -
Pantxi Sirieix, France, None, 36, CM, FC Toulouse, None, Summer, 2017, -
Jean-Daniel Akpa Akpro, Cote d'Ivoire, France, 24, CM, FC Toulouse, None, Summer, 2017, -
Bryan Pelé, France, None, 25, LM, Stade Brest 29, ES Troyes AC, Summer, 2017, Free transfer
Oswaldo Vizcarrondo, Venezuela, None, 33, CB, FC Nantes, ES Troyes AC, Summer, 2017, Free transfer
Mathieu Deplagne, France, None, 25, RB, Montpellier, ES Troyes AC, Summer, 2017, ?
François Bellugou, France, None, 30, DM, FC Lorient, ES Troyes AC, Summer, 2017, ?
Khamis Digol N'Dozangue, France, None, 18, Defender, AJ Auxerre B, ES Troyes AC, Summer, 2017, ?
Mour Paye, France, Senegal, 23, CF, ES Troyes AC, US Créteil, Summer, 2017, Free transfer
Thiago Xavier, Brazil, None, 33, DM, ES Troyes AC, Valenciennes FC, Summer, 2017, Free transfer
Johan Martial, Martinique, France, 26, CB, ES Troyes AC, M. Petah Tikva, Summer, 2017, ?
Yanis Hamzaoui, France, Tunisia, 21, CM, ES Troyes AC, None, Summer, 2017, -
Franck Grandel, Guadeloupe, France, 39, GK, ES Troyes AC, None, Summer, 2017, -
Mahamadou N'Diaye, Mali, Senegal, 26, CB, ES Troyes AC, None, Summer, 2017, -
Rincón, Brazil, None, 30, CB, ES Troyes AC, None, Summer, 2017, -
Diego Costa, Spain, Brazil, 29, CF, Chelsea, Atlético Madrid, Winter, 2017, 66.00 Mill. €
Óliver Torres, Spain, None, 22, CM, Atlético Madrid, FC Porto, Winter, 2017, 20.00 Mill. €
Carlos Vela, Mexico, Spain, 28, RW, Real Sociedad, Los Angeles FC, Winter, 2017, 5.00 Mill. €
Sascha Riether, Germany, None, 34, RB, None, FC Schalke 04, Winter, 2017, -
Corentin Tolisso, France, Togo, 22, CM, Olympique Lyon, Bayern Munich, Summer, 2017, 41.50 Mill. €
Kingsley Coman, France, Guadeloupe, 21, RW, Juventus, Bayern Munich, Summer, 2017, 21.00 Mill. €
Niklas Süle, Germany, None, 21, CB, TSG Hoffenheim, Bayern Munich, Summer, 2017, 20.00 Mill. €
Serge Gnabry, Germany, None, 21, LW, Werder Bremen, Bayern Munich, Summer, 2017, 8.00 Mill. €
Sebastian Rudy, Germany, None, 27, DM, TSG Hoffenheim, Bayern Munich, Summer, 2017, Free transfer
Tom Starke, Germany, None, 36, GK, None, Bayern Munich, Summer, 2017, -
Medhi Benatia, Morocco, France, 30, CB, Bayern Munich, Juventus, Summer, 2017, 17.00 Mill. €
Gianluca Gaudino, Germany, None, 20, CM, Bayern Munich, Chievo Verona, Summer, 2017, 50 Th. €
Holger Badstuber, Germany, None, 28, CB, Bayern Munich, VfB Stuttgart, Summer, 2017, Free transfer
Philipp Lahm, Germany, None, 33, RB, Bayern Munich, None, Summer, 2017, -
Tom Starke, Germany, None, 36, GK, Bayern Munich, None, Summer, 2017, -
Xabi Alonso, Spain, None, 35, DM, Bayern Munich, None, Summer, 2017, -
Kevin Kampl, Slovenia, Germany, 26, CM, Bay. Leverkusen, RB Leipzig, Summer, 2017, 20.00 Mill. €
Jean-Kévin Augustin, France, Haiti, 20, CF, Paris SG, RB Leipzig, Summer, 2017, 16.00 Mill. €
Bruma, Portugal, Guinea-Bissau, 22, LW, Galatasaray, RB Leipzig, Summer, 2017, 12.50 Mill. €
Konrad Laimer, Austria, None, 20, CM, RB Salzburg, RB Leipzig, Summer, 2017, 7.00 Mill. €
Yvon Mvogo, Switzerland, Cameroon, 23, GK, BSC Young Boys, RB Leipzig, Summer, 2017, 5.00 Mill. €
Ibrahima Konaté, France, None, 18, CB, FC Sochaux, RB Leipzig, Summer, 2017, Free transfer
Philipp Köhn, Switzerland, Germany, 19, GK, Stuttgart U19, RB Leipzig, Summer, 2017, Free transfer
Oliver Burke, Scotland, None, 20, RW, RB Leipzig, West Brom, Summer, 2017, 15.20 Mill. €
Davie Selke, Germany, None, 22, CF, RB Leipzig, Hertha BSC, Summer, 2017, 8.00 Mill. €
Rani Khedira, Germany, Tunisia, 23, DM, RB Leipzig, FC Augsburg, Summer, 2017, Free transfer
Nils Quaschner, Germany, None, 23, CF, RB Leipzig, Arm. Bielefeld, Summer, 2017, ?
Andriy Yarmolenko, Ukraine, None, 27, RW, Dynamo Kyiv, Borussia Dortmund, Summer, 2017, 25.00 Mill. €
Maximilian Philipp, Germany, None, 23, LW, SC Freiburg, Borussia Dortmund, Summer, 2017, 20.00 Mill. €
Mahmoud Dahoud, Germany, Syria, 21, CM, Bor. M'gladbach, Borussia Dortmund, Summer, 2017, 12.00 Mill. €
Ömer Toprak, Turkey, Germany, 27, CB, Bay. Leverkusen, Borussia Dortmund, Summer, 2017, 12.00 Mill. €
Jadon Sancho, England, Trinidad and Tobago, 17, LW, Man City U18, Borussia Dortmund, Summer, 2017, 7.84 Mill. €
Jeremy Toljan, Germany, None, 23, LB, TSG Hoffenheim, Borussia Dortmund, Summer, 2017, 7.00 Mill. €
Dan-Axel Zagadou, France, None, 18, CB, Paris SG B, Borussia Dortmund, Summer, 2017, Free transfer
Ousmane Dembélé, France, Mauritania, 20, LW, Borussia Dortmund, FC Barcelona, Summer, 2017, 105.00 Mill. €
Matthias Ginter, Germany, None, 23, CB, Borussia Dortmund, Bor. M'gladbach, Summer, 2017, 17.00 Mill. €
Emre Mor, Turkey, Denmark, 20, RW, Borussia Dortmund, Celta de Vigo, Summer, 2017, 13.00 Mill. €
